ТЦ/ТРК,Арендатор / бренд,brand_normalized,Характеристика бренда,Категория итоговая,Категория проверенная,Категория 2ГИС/Яндекс,Тип категории,Роль tenant-mix,Источник,Источник URL,Статус строки,Статус подтверждения,Основание категории,Требует ручной проверки,Комментарий аудитора
МореМолл,LydLen,lydlen,Уникальный,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Аксессуары / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/lydlen/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Аксессуары; Женская одежда"
МореМолл,M.Reason,m reason,Пересекающийся,Одежда,Одежда,Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/m-reason/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Женская одежда"
МореМолл,MAAG,maag,Пересекающийся,Одежда,Одежда,Мужская одежда / Детская одежда / Молодежная одежда / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/maag/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Детские товары; категория нормализована по образцу Фантастики для того же бренда,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Детская одежда; Молодежная одежда; Женская одежда"
МореМолл,Macaronica,macaronica,Уникальный,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/macaronica/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,Madame Coco,madame coco,Пересекающийся,"Товары для дома, мебель и интерьер","Товары для дома, мебель и интерьер",Товары для дома,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/madame-coco/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Товары для дома, мебель и интерьер",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Товары для дома"
МореМолл,Marc Cain,marc cain,Пересекающийся,Одежда,Одежда,Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/marc-cain/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Женская одежда"
МореМолл,Marc Cony,marc cony,Пересекающийся,Обувь,Обувь,Обувь / Кожгалантерея/сумки,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/marccony/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Обувь; Кожгалантерея/сумки"
МореМолл,Marella,marella,Пересекающийся,Одежда,Одежда,,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/marella/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,Mascotte,mascotte,Пересекающийся,Обувь,Одежда,Мужская одежда / Обувь / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/mascotte/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Обувь; Женская одежда"
МореМолл,Mie,mie,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Аксессуары / Ювелирные изделия,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/mie/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Аксессуары; Ювелирные изделия"
МореМолл,MIUZ Diamonds,miuz diamonds,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Ювелирные изделия,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/miuz-diamonds/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Ювелирные изделия"
МореМолл,Mochiland,mochiland,Пересекающийся,Кафе и рестораны,Кафе и рестораны,Кафе и рестораны,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/mochiland-/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Кафе и рестораны,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Кафе и рестораны"
МореМолл,modi,modi,Пересекающийся,"Товары для дома, мебель и интерьер","Аксессуары, сумки и ювелирные изделия","Сувениры, цветы, подарки / Игрушки и детские товары / Товары для дома / Товары для хобби и творчества / Товары для праздника",официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/modi/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Товары для дома, мебель и интерьер",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Сувениры, цветы, подарки; Игрушки и детские товары; Товары для дома; Товары для хобби и творчества; Товары для праздника"
МореМолл,MYBOX,mybox,Пересекающийся,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/mybox/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,New Age,new age,Уникальный,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия","Сувениры, цветы, подарки",официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/new-age/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Сувениры, цветы, подарки"
МореМолл,New Yorker,new yorker,Пересекающийся,Одежда,Одежда,Мужская одежда / Молодежная одежда / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/new-yorker/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Молодежная одежда; Женская одежда"
МореМолл,NO ONE,no one,Пересекающийся,Обувь,Одежда,Мужская одежда / Обувь / Женская одежда / Кожгалантерея/сумки,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/no-one/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Обувь; Женская одежда; Кожгалантерея/сумки"
МореМолл,O'STIN,o stin,Пересекающийся,Одежда,Одежда,Мужская одежда / Молодежная одежда / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/o-stin/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Молодежная одежда; Женская одежда"
МореМолл,Original Marines,original marines,Пересекающийся,Детские товары,Детские товары,Детская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/original-marines/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Детские товары,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Детская одежда"
МореМолл,Pasta Bar,pasta bar,Уникальный,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/pasta-bar/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,PAZOLINI,pazolini,Пересекающийся,Обувь,Обувь,Обувь,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/pazolini/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Обувь"
МореМолл,Piccolo,piccolo,Уникальный,Кафе и рестораны,Кафе и рестораны,Кафе и рестораны,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/piccolo/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Кафе и рестораны,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Кафе и рестораны"
МореМолл,Poke Moon,poke moon,Пересекающийся,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/poke-mun/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,Pro.Мидии,pro мидии,Уникальный,Кафе и рестораны,Кафе и рестораны,Кафе и рестораны,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/pro-midii/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Кафе и рестораны,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Кафе и рестораны"
МореМолл,Q Store,q store,Пересекающийся,Табак и вейп,Табак и вейп,Табак,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/iqos/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория; спецкатегория сохранена раздельно: Табак и вейп,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Табак"
МореМолл,Ralf Ringer,ralf ringer,Пересекающийся,Обувь,Обувь,,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/ralf-ringer/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,Redmond,redmond,Пересекающийся,"Электроника, техника и связь","Аксессуары, сумки и ювелирные изделия",Аксессуары / Электроника / Товары для дома / Бытовая техника,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/redmond/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Электроника, техника и связь",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Аксессуары; Электроника; Товары для дома; Бытовая техника"
МореМолл,Rendez-Vous,rendez vous,Пересекающийся,Обувь,Обувь,Обувь,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/rendez-vous/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Обувь"
МореМолл,Ricers,ricers,Уникальный,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/ricers/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,S Parfum&Cosmetics,s parfum и cosmetics,Пересекающийся,Красота и здоровье,Красота и здоровье,Парфюмерия и косметика,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/s-parfum-cosmetics/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Красота и здоровье,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Парфюмерия и косметика"
МореМолл,Saboo,saboo,Пересекающийся,Обувь,Обувь,Обувь,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/saboo/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Обувь"
МореМолл,SENAT,senat,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Ювелирные изделия,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/senat/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","брендовый override категории: Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Ювелирные изделия"
МореМолл,SHEFFILTON,sheffilton,Уникальный,"Товары для дома, мебель и интерьер","Товары для дома, мебель и интерьер",,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/ooo-elmat-tm-sheffilton/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,SLIVKI,slivki,Уникальный,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Аксессуары,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/slivki/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Аксессуары"
МореМолл,Smell theory,smell theory,Уникальный,Красота и здоровье,Красота и здоровье,Парфюмерия и косметика,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/parfumoil/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Красота и здоровье,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Парфюмерия и косметика"
МореМолл,SneakerBOX,sneakerbox,Пересекающийся,Спортивные товары,Одежда,Мужская одежда / Аксессуары / Молодежная одежда / Одежда и товары для спорта / Обувь / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/sneakerbox/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Обувь; категория нормализована по образцу Фантастики для того же бренда,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Аксессуары; Молодежная одежда; Одежда и товары для спорта; Обувь; Женская одежда"
МореМолл,SOKOLOV,sokolov,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Ювелирные изделия,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/sokolov/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Ювелирные изделия"
МореМолл,Stars Coffee,stars coffee,Пересекающийся,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/stars-coffee/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,Stefania,stefania,Уникальный,Одежда,Одежда,,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/stefania/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,Street Beat,street beat,Пересекающийся,Обувь,Обувь,,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/street-beat-2/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,Sultan Kebab,sultan kebab,Уникальный,Кафе и рестораны,Кафе и рестораны,Кафе и рестораны,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/kebab-king/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Кафе и рестораны,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Кафе и рестораны"
МореМолл,SuperStep 2,superstep 2,Уникальный,Обувь,Обувь,,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/superstep-2-magazin/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,SURF COFFEE,surf coffee,Пересекающийся,Кафе и рестораны,Кафе и рестораны,Кафе и рестораны,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/surf-coffee/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Кафе и рестораны,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Кафе и рестораны"
МореМолл,Swarovski,swarovski,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Ювелирные изделия,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/swarovski/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Ювелирные изделия"
МореМолл,Sweet Shop,sweet shop,Уникальный,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия","Сувениры, цветы, подарки",официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/sweet-shop-cat/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Сувениры, цветы, подарки"
МореМолл,TISSOT,tissot,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Часы,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/tissot/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Часы"
МореМолл,Togas,togas,Пересекающийся,"Товары для дома, мебель и интерьер","Товары для дома, мебель и интерьер",Постельное белье / Товары для дома,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/togas-2/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Товары для дома, мебель и интерьер",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Постельное белье; Товары для дома"
МореМолл,Tom Farr,tom farr,Уникальный,"Аксессуары, сумки и ювелирные изделия",Одежда,Мужская одежда / Аксессуары / Молодежная одежда / Женская одежда / Джинсовая одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/tom-farr/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Аксессуары; Молодежная одежда; Женская одежда; Джинсовая одежда"
МореМолл,Tom Tailor,tom tailor,Пересекающийся,Одежда,Одежда,Мужская одежда / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/tom-tailor-/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Женская одежда"
МореМолл,TomiOmi,tomiomi,Пересекающийся,Кафе и рестораны,Кафе и рестораны,Кафе и рестораны,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/tomiomi/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Кафе и рестораны,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Кафе и рестораны"
МореМолл,Tommy Hilfiger,tommy hilfiger,Пересекающийся,Одежда,Одежда,Мужская одежда / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/tommiy-hilfiger/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Женская одежда"
МореМолл,TomYumBar,tomyumbar,Пересекающийся,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/tomyumbar/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,TOUS,tous,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Ювелирные изделия,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/tous/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Ювелирные изделия"
МореМолл,U.S. Polo Assn.,u s polo assn,Пересекающийся,Одежда,Одежда,Мужская одежда / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/u-s-polo-assn-ar-fashion/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Женская одежда"
МореМолл,UGO,ugo,Уникальный,Кафе и рестораны,Кафе и рестораны,Фудкорт,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/ugo/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Кафе и рестораны,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Фудкорт"
МореМолл,United Colors of Benetton,united colors of benetton,Пересекающийся,Одежда,Одежда,Мужская одежда / Детская одежда / Молодежная одежда / Женская одежда,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/benetton/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",ручное правило: ключевые слова -> Детские товары; категория нормализована по образцу Фантастики для того же бренда,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Мужская одежда; Детская одежда; Молодежная одежда; Женская одежда"
МореМолл,UNOde50,uno de 50,Пересекающийся,"Аксессуары, сумки и ювелирные изделия","Аксессуары, сумки и ювелирные изделия",Аксессуары / Ювелирные изделия / Часы,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/unode50/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025","ручное правило: ключевые слова -> Аксессуары, сумки и ювелирные изделия",False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Аксессуары; Ювелирные изделия; Часы"
МореМолл,VANWOK,vanwok,Уникальный,Кафе и рестораны,Кафе и рестораны,,официальный каталог,food,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/vanwok/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025"
МореМолл,VAPE PARTY,vape party,Уникальный,Табак и вейп,Табак и вейп,Аксессуары / Электроника / Табак,официальный каталог,retail,официальный сайт MoreMall через Common Crawl,https://www.moremall.ru/catalog/vape-party/,новая строка,"подтверждено официальным сайтом MoreMall, снимок Common Crawl 2025",исходная проверенная категория; спецкатегория сохранена раздельно: Табак и вейп,False,"карточка арендатора из Common Crawl; источник - официальный сайт MoreMall, архивный снимок 2025; теги сайта: Аксессуары; Электроника; Табак"
